,Comments,Clean,Label
659,"I'm also emigrating next month because of COVID lockdowns. I refuse to give up my young and vital years of my life because a bunch of boomers don't want me to leave my house, or have a job, or call me a danger to society. The 'expert' in this video, of course, paints me as extreme-right. I know better, the professor should instead take a look in the mirror since I'm not the one advocating to keep everyone locked in and subject to seemingly arbitrary rules. Yeah, good luck with that. I'm out of here. Ya'll lost your damn mind.",also emigrating next month covid lockdown refuse give young vital year life bunch boomer want leave house job call danger society expert video course paint extreme right know better professor instead take look mirror since not one advocating keep everyone locked subject seemingly arbitrary rule yeah good luck ya lost damn mind,0
669,"Great and brave move, you are the lime light to shed over many looking to migrate into freedom and peace.  GOD bless you families.  Love you all with our prayers and won't be long before New Birthing on Earth by God Almighty.",great brave move lime light shed many looking migrate freedom peace god bless family love prayer long new birthing earth god almighty,0
672,The spread of Covid-19 can depend upon population density.  Some members of the population can be quite dense.,spread covid depend upon population density member population quite dense,0
674,I love this!! We need to remember that we are all human and no one absolutely NO ONE! Should dictate your life!! I salute  people that are taking charge of their lives  and not giving into a tyrannical society.,love need remember human one absolutely one dictate life salute people taking charge life not giving tyrannical society,0
681,"There are a lot of small 1200 and tiny town 64 in rural prairies of USA that could use more younger folks. Not a lot of COVID panic. Lots of decendents of Germans already out there.  Conservative communities, NOT tolerant of radicalizing politics.",lot small tiny town rural prairie usa could use younger folk not lot covid panic lot decendents german already conservative community not tolerant radicalizing politics,0
682,"I understand migrating for time, growing food, escaping the city because I wanna do it myself, vaccine mandates are a result of poor initial Covid outbreak management but we are here now, we need to finally end this, coming from Africa I know very well about vaccine mandates, we've been doing it all our lives.",understand migrating time growing food escaping city wanna vaccine mandate result poor initial covid outbreak management need finally end coming africa know well vaccine mandate life,0
683,"If I may. It's sad to see a journalist not correcting this professor of socialization and conflict research, for deliberate negative use of the word, ( Radical ) and ( Radicalisation ). They can just as easily  define a healthy break away from a bad habit such as smoking. He's playing to the narrative and relying on people's ignorance to induce fear and rejection of their fellow man.",may sad see journalist not correcting professor socialization conflict research deliberate negative use word radical radicalisation easily define healthy break away bad habit smoking playing narrative relying people ignorance induce fear rejection fellow man,0
684,Its redicelous taking the human rights/freedom  away!!!   we live definetly in end times!!!  But never jab for me!!!,redicelous taking human right freedom away live definetly end time never jab,0
687,No covid deniers but tyrany fighters,covid denier tyrany fighter,0
688,Why would you stay in Germany if you have the Money to leave? It sucked even before Covid.,would stay germany money leave sucked even covid,0
689,"From the sounds of it, it has to do with working less more than covid restrictions.  If covid restrictions were a problem than there are countries in  Europe which have very relaxed policies.  Belarus, Sweden, Denmark and Norway are few examples.",sound working less covid restriction covid restriction problem country europe relaxed policy belarus sweden denmark norway example,0
